Year,Driver,Team,Position,Points,GridPosition,IsWinner,IsPodium,IsTop10,Singapore_GP_Count,Singapore_GP_Wins,Singapore_GP_Podiums,Singapore_GP_Top10,Singapore_GP_Avg_Position,Singapore_GP_Avg_Points,Singapore_GP_Best_Position,Singapore_GP_Win_Rate,Singapore_GP_Podium_Rate,Singapore_GP_Top10_Rate,Singapore_GP_Avg_Grid_Position,Singapore_GP_Grid_Improvement,Singapore_GP_Position_Std,Singapore_GP_Consistency,Recent_Avg_Position,Recent_Avg_Points,Recent_Wins,Recent_Podiums,Recent_Top10,Recent_Win_Rate,Recent_Podium_Rate,Recent_Top10_Rate,Recent_Consistency,Driver_Experience_Years,Is_Rookie,Is_Veteran,Team_Singapore_GP_Count,Team_Singapore_GP_Wins,Team_Singapore_GP_Podiums,Team_Singapore_GP_Top10,Team_Singapore_GP_Avg_Position,Team_Singapore_GP_Avg_Points,Team_Singapore_GP_Best_Position,Team_Singapore_GP_Win_Rate,Team_Singapore_GP_Podium_Rate,Team_Singapore_GP_Top10_Rate,Team_Singapore_GP_Position_Std,Team_Singapore_GP_Consistency,Team_Singapore_GP_Finish_Rate,Team_Recent_Avg_Position,Team_Recent_Avg_Points,Team_Recent_Wins,Team_Recent_Podiums,Team_Recent_Top10,Team_Recent_Win_Rate,Team_Recent_Podium_Rate,Team_Recent_Top10_Rate,Team_Recent_Consistency,Team_Experience_Years,Is_New_Team,Is_Established_Team,Temperature_Avg_C,Humidity_Percent,Precipitation_mm,Wind_Speed_kmh,Weather_Condition,Data_Source,Is_Hot,Is_Cool,Is_Humid,Is_Dry,Is_Rainy,Is_Clear,Is_Windy,Weather_Severity,Temperature_Deviation,Humidity_Deviation,Circuit_Name,Circuit_Length_km,Turns,Lap_Record_Seconds,Overtaking_Difficulty,Tire_Degradation,Track_Temperature_Range,Safety_Car_Probability,DNF_Rate,Pit_Stop_Strategy,Track_Type,Is_Night_Race,Is_Street_Circuit,Is_High_Downforce,Is_Tight_Circuit,Total_Finishers,Total_Starters,DNF_Count,Safety_Car_Deployed,Average_Grid_Position,Grid_Position_Std,Position_Changes,High_Attrition_Race,Close_Competition,Grid_Spread
2012,DIR,Force India,4.0,12.0,6.0,0,0,1,1,0,0,1,6.0,8.0,6.0,0.0,0.0,1.0,10.0,4.0,4.330030788530994,0.18762168081800862,6.0,8.0,0,0,1,0.0,0.0,1.0,0.5,4,0,0,8,0,0,3,13.75,1.75,6.0,0.0,0.0,0.375,5.970163912561961,0.1434686490224071,0.5,13.0,2.8,0,0,3,0.0,0.0,0.6,0.11519216806670013,4,0,1,27.7,76.0,4.9,25.0,Light Rain,Actual,0,0,0,0,1,0,1,3,0.8000000000000007,4.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,24,8,1,12.5,7.0710678118654755,5.583333333333333,1,0,23.0
2013,DIR,Force India,20.0,0.0,17.0,0,0,0,2,0,0,2,5.0,10.0,4.0,0.0,0.0,1.0,8.0,3.0,1.4142135623730951,0.4142135623730951,5.0,10.0,0,0,2,0.0,0.0,1.0,0.4142135623730951,5,0,0,10,0,0,4,12.8,2.6,4.0,0.0,0.0,0.4,6.106462878695726,0.14071698073564462,0.6,11.2,4.8,0,0,3,0.0,0.0,0.6,0.11019706690458785,5,0,1,28.9,86.5,5.0,2.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.3999999999999986,6.5,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,22,8,1,11.5,6.493586579592718,4.636363636363637,1,0,21.0
2011,PER,Sauber,10.0,1.0,11.0,0,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,3,1,0,2,0,0,0,19.5,0.0,18.0,0.0,0.0,0.0,2.1213203435596424,0.32037724101704074,0.0,19.5,0.0,0,0,0,0.0,0.0,0.0,0.32037724101704074,3,0,0,29.4,91.0,4.7,11.3,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8999999999999986,11.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,6,24,18,1,12.5,7.0710678118654755,2.5833333333333335,1,0,23.0
2012,PER,Sauber,10.0,1.0,14.0,0,0,1,1,0,0,1,10.0,1.0,10.0,0.0,0.0,1.0,11.0,1.0,4.330030788530994,0.18762168081800862,10.0,1.0,0,0,1,0.0,0.0,1.0,0.5,4,0,0,4,0,0,1,15.75,0.25,10.0,0.0,0.0,0.25,4.7871355387816905,0.17279705880372734,0.0,15.75,0.25,0,0,1,0.0,0.0,0.25,0.17279705880372734,4,0,0,27.7,76.0,4.9,25.0,Light Rain,Actual,0,0,0,0,1,0,1,3,0.8000000000000007,4.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,24,8,1,12.5,7.0710678118654755,5.583333333333333,1,0,23.0
2013,PER,McLaren,8.0,4.0,14.0,0,0,1,2,0,0,2,10.0,1.0,10.0,0.0,0.0,1.0,12.5,2.5,0.0,1.0,10.0,1.0,0,0,2,0.0,0.0,1.0,1.0,5,0,0,10,1,4,8,7.7,7.6,1.0,0.1,0.4,0.8,7.832269431297958,0.11322118372616759,0.8,10.4,9.2,0,2,3,0.0,0.4,0.6,0.08803924111065708,5,0,1,28.9,86.5,5.0,2.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.3999999999999986,6.5,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,22,8,1,11.5,6.493586579592718,4.636363636363637,1,0,21.0
2014,PER,Force India,7.0,6.0,15.0,0,0,1,3,0,0,3,9.333333333333334,2.0,8.0,0.0,0.0,1.0,13.0,3.666666666666666,1.1547005383792517,0.4641016151377546,9.333333333333334,2.0,0,0,3,0.0,0.0,1.0,0.4641016151377546,6,0,0,12,0,0,5,13.166666666666666,2.25,4.0,0.0,0.0,0.4166666666666667,5.982297116315671,0.14321934219374313,0.5833333333333334,11.2,3.4,0,0,3,0.0,0.0,0.6,0.14086133350250724,6,0,1,27.0,95.0,5.7,1.5,Light Rain,Actual,0,0,1,0,1,0,0,3,1.5,15.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,22,6,1,11.5,6.493586579592718,4.090909090909091,1,0,21.0
2015,PER,Force India,7.0,6.0,13.0,0,0,1,4,0,0,4,8.75,3.0,7.0,0.0,0.0,1.0,13.5,4.75,1.5,0.4,8.75,3.0,0,0,4,0.0,0.0,1.0,0.4,7,0,0,14,0,0,7,12.428571428571429,2.5,4.0,0.0,0.0,0.5,5.827181476154999,0.1464733292197749,0.6428571428571429,12.0,1.8,0,0,3,0.0,0.0,0.6,0.16265941452915686,7,0,1,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2016,PER,Force India,8.0,4.0,17.0,0,0,1,5,0,0,5,8.4,3.6,7.0,0.0,0.0,1.0,13.4,5.0,1.51657508881031,0.39736545293100783,8.4,3.6,0,0,5,0.0,0.0,1.0,0.39736545293100783,8,0,1,16,0,0,8,12.5625,2.5625,4.0,0.0,0.0,0.5,5.932607633522828,0.14424586719208954,0.625,12.6,2.8,0,0,3,0.0,0.0,0.6,0.1281326784653775,8,0,1,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2017,PER,Force India,5.0,10.0,12.0,0,0,1,6,0,0,6,8.333333333333334,3.6666666666666665,7.0,0.0,0.0,1.0,14.0,5.666666666666666,1.3662601021279464,0.4226078101476305,8.0,4.2,0,0,5,0.0,0.0,1.0,0.4494897427831781,9,0,1,18,0,0,9,12.777777777777779,2.5,4.0,0.0,0.0,0.5,6.034757712915637,0.1421513065281588,0.6111111111111112,13.0,2.4,0,0,3,0.0,0.0,0.6,0.12671020163537874,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2018,PER,Racing Point,16.0,0.0,7.0,0,0,0,7,0,0,7,7.857142857142857,4.571428571428571,5.0,0.0,0.0,1.0,13.714285714285714,5.857142857142857,1.772810520855837,0.36064490973272373,7.0,6.0,0,0,5,0.0,0.0,1.0,0.4494897427831781,10,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,10,1,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
2019,PER,Racing Point,19.0,0.0,15.0,0,0,0,8,0,0,7,8.875,4.0,5.0,0.0,0.0,0.875,12.875,4.0,3.313931631332013,0.23180710439104246,8.6,5.2,0,0,4,0.0,0.0,0.8,0.18947109406020157,11,0,1,2,0,0,0,18.0,0.0,16.0,0.0,0.0,0.0,2.8284271247461903,0.2612038749637414,0.0,18.0,0.0,0,0,0,0.0,0.0,0.0,0.2612038749637414,11,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,17,20,3,0,10.5,5.916079783099616,2.6,0,0,19.0
2020,PER,Racing Point,7.0,6.0,4.0,0,0,1,9,0,0,7,10.0,3.5555555555555554,5.0,0.0,0.0,0.7777777777777778,13.11111111111111,3.1111111111111107,4.58257569495584,0.179128784747792,11.0,4.0,0,0,3,0.0,0.0,0.6,0.14037600977966974,12,0,1,4,0,0,0,17.0,0.0,13.0,0.0,0.0,0.0,3.1622776601683795,0.2402530733520421,0.25,17.0,0.0,0,0,0,0.0,0.0,0.0,0.2402530733520421,12,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,5,20,15,1,8.8,6.24584072129521,4.5,1,0,20.0
2021,PER,Red Bull Racing,17.0,0.0,4.0,0,0,0,10,0,0,8,9.7,3.8,5.0,0.0,0.0,0.8,12.2,2.5,4.4234225060089685,0.18438541325003424,11.0,4.0,0,0,3,0.0,0.0,0.6,0.14037600977966974,13,0,1,6,0,3,6,4.0,12.833333333333334,2.0,0.0,0.5,1.0,1.8973665961010275,0.34514099850039526,1.0,4.4,11.8,0,2,5,0.0,0.4,1.0,0.3550392228080413,13,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,9,20,11,1,9.8,6.296197682979617,7.7,1,0,20.0
2022,PER,Red Bull Racing,1.0,25.0,2.0,1,1,1,11,0,0,8,10.363636363636363,3.4545454545454546,5.0,0.0,0.0,0.7272727272727273,11.454545454545455,1.0909090909090917,4.738622738153508,0.1742578394902059,12.8,3.2,0,0,2,0.0,0.0,0.4,0.13623334167497303,14,0,1,8,0,3,7,6.25,9.875,2.0,0.0,0.375,0.875,4.949747468305833,0.1680743603534397,0.875,7.8,7.6,0,1,4,0.0,0.2,0.8,0.14884515401256526,14,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,9.5,5.916079783099616,4.2,1,0,19.0
2023,PER,Red Bull Racing,8.0,4.0,13.0,0,0,1,12,1,1,9,9.583333333333334,5.25,1.0,0.08333333333333333,0.08333333333333333,0.75,10.666666666666666,1.0833333333333321,5.264949854433275,0.15961819699041463,12.0,6.2,1,1,2,0.2,0.2,0.4,0.11519216806670013,15,0,1,10,1,4,9,5.8,11.0,1.0,0.1,0.4,0.9,4.685675570881488,0.17588059458077088,0.9,7.8,8.6,1,1,4,0.2,0.2,0.8,0.14423856110165295,15,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,20,4,1,10.0,5.627314338711377,4.842105263157895,0,0,18.0
2024,PER,Red Bull Racing,10.0,1.0,13.0,0,0,1,13,1,1,10,9.461538461538462,5.153846153846154,1.0,0.07692307692307693,0.07692307692307693,0.7692307692307693,10.846153846153847,1.384615384615385,5.059897637557908,0.1650192890721818,10.4,7.0,1,1,3,0.2,0.2,0.6,0.11806459413856278,16,0,1,12,1,4,11,5.916666666666667,10.333333333333334,1.0,0.08333333333333333,0.3333333333333333,0.9166666666666666,4.294993561924127,0.18885764228136548,0.9166666666666666,7.6,9.0,1,1,4,0.2,0.2,0.8,0.14494533968938017,16,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,8,20,12,1,10.5,5.916079783099616,2.7,1,0,19.0
2011,MAL,Williams,11.0,0.0,13.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,3,1,0,6,0,1,5,7.666666666666667,3.0,2.0,0.0,0.16666666666666666,0.8333333333333334,3.265986323710904,0.23441237831492112,1.0,8.8,2.0,0,0,4,0.0,0.0,0.8,0.34205126154338317,3,0,1,29.4,91.0,4.7,11.3,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8999999999999986,11.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,6,24,18,1,12.5,7.0710678118654755,2.5833333333333335,1,0,23.0
2012,MAL,Williams,22.0,0.0,2.0,0,0,0,1,0,0,0,11.0,0.0,11.0,0.0,0.0,0.0,13.0,2.0,4.330030788530994,0.18762168081800862,11.0,0.0,0,0,0,0.0,0.0,0.0,0.5,4,0,0,8,0,1,5,8.75,2.25,2.0,0.0,0.125,0.625,3.453776401067595,0.22452855957481263,0.75,10.2,1.8,0,0,2,0.0,0.0,0.4,0.27867295107174683,4,0,1,27.7,76.0,4.9,25.0,Light Rain,Actual,0,0,0,0,1,0,1,3,0.8000000000000007,4.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,24,8,1,12.5,7.0710678118654755,5.583333333333333,1,0,23.0
2013,MAL,Williams,11.0,0.0,18.0,0,0,0,2,0,0,0,16.5,0.0,11.0,0.0,0.0,0.0,7.5,-9.0,7.7781745930520225,0.11391890072356342,16.5,0.0,0,0,0,0.0,0.0,0.0,0.11391890072356342,5,0,0,10,0,1,5,11.0,1.8,2.0,0.0,0.1,0.5,5.715476066494082,0.14890977052086576,0.6,14.8,0.2,0,0,1,0.0,0.0,0.2,0.164757762844317,5,0,1,28.9,86.5,5.0,2.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.3999999999999986,6.5,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,22,8,1,11.5,6.493586579592718,4.636363636363637,1,0,21.0
2014,MAL,Lotus F1,12.0,0.0,18.0,0,0,0,3,0,0,0,14.666666666666666,0.0,11.0,0.0,0.0,0.0,11.0,-3.666666666666666,6.3508529610858835,0.13603863460387838,14.666666666666666,0.0,0,0,0,0.0,0.0,0.0,0.13603863460387838,6,0,0,4,0,1,3,9.25,7.25,3.0,0.0,0.25,0.75,8.0156097709407,0.11091873155637468,0.75,9.25,7.25,0,1,3,0.0,0.25,0.75,0.11091873155637468,6,0,0,27.0,95.0,5.7,1.5,Light Rain,Actual,0,0,1,0,1,0,0,3,1.5,15.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,22,6,1,11.5,6.493586579592718,4.090909090909091,1,0,21.0
2015,MAL,Lotus F1,12.0,0.0,18.0,0,0,0,4,0,0,0,14.0,0.0,11.0,0.0,0.0,0.0,12.75,-1.25,5.354126134736337,0.15737805306275918,14.0,0.0,0,0,0,0.0,0.0,0.0,0.15737805306275918,7,0,0,6,0,1,3,10.333333333333334,4.833333333333333,3.0,0.0,0.16666666666666666,0.5,6.439461675223067,0.1344183280532883,0.8333333333333334,11.2,4.2,0,1,2,0.0,0.2,0.4,0.12825349971651706,7,0,1,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2011,DAM,Virgin,18.0,0.0,22.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,3,1,0,2,0,0,0,16.0,0.0,15.0,0.0,0.0,0.0,1.4142135623730951,0.4142135623730951,0.0,16.0,0.0,0,0,0,0.0,0.0,0.0,0.4142135623730951,3,0,0,29.4,91.0,4.7,11.3,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8999999999999986,11.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,6,24,18,1,12.5,7.0710678118654755,2.5833333333333335,1,0,23.0
2011,RIC,HRT,19.0,0.0,23.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,3,1,0,2,0,0,0,21.0,0.0,20.0,0.0,0.0,0.0,1.4142135623730951,0.4142135623730951,0.0,21.0,0.0,0,0,0,0.0,0.0,0.0,0.4142135623730951,3,0,0,29.4,91.0,4.7,11.3,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8999999999999986,11.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,6,24,18,1,12.5,7.0710678118654755,2.5833333333333335,1,0,23.0
2012,RIC,Toro Rosso,9.0,2.0,15.0,0,0,1,1,0,0,0,19.0,0.0,19.0,0.0,0.0,0.0,23.0,4.0,4.330030788530994,0.18762168081800862,19.0,0.0,0,0,0,0.0,0.0,0.0,0.5,4,0,0,8,0,0,1,13.375,0.5,5.0,0.0,0.0,0.125,4.533604683755678,0.1807140294888749,0.25,15.0,0.0,0,0,0,0.0,0.0,0.0,0.21089672205953397,4,0,1,27.7,76.0,4.9,25.0,Light Rain,Actual,0,0,0,0,1,0,1,3,0.8000000000000007,4.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,24,8,1,12.5,7.0710678118654755,5.583333333333333,1,0,23.0
2013,RIC,Toro Rosso,22.0,0.0,9.0,0,0,0,2,0,0,1,14.0,1.0,9.0,0.0,0.0,0.5,19.0,5.0,7.0710678118654755,0.12389934309929541,14.0,1.0,0,0,1,0.0,0.0,0.5,0.12389934309929541,5,0,0,10,0,0,2,13.6,0.6,5.0,0.0,0.0,0.2,4.788875998951459,0.1727451063351729,0.3,15.2,0.4,0,0,1,0.0,0.0,0.2,0.16214802619087645,5,0,1,28.9,86.5,5.0,2.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.3999999999999986,6.5,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,14,22,8,1,11.5,6.493586579592718,4.636363636363637,1,0,21.0
2014,RIC,Red Bull,3.0,15.0,3.0,0,1,1,3,0,0,1,16.666666666666668,0.6666666666666666,9.0,0.0,0.0,0.3333333333333333,15.666666666666666,-1.0000000000000018,6.8068592855540455,0.12809248424016279,16.666666666666668,0.6666666666666666,0,0,1,0.0,0.0,0.3333333333333333,0.12809248424016279,6,0,0,12,3,6,8,6.916666666666667,10.833333333333334,1.0,0.25,0.5,0.6666666666666666,6.5707109527236405,0.1320879909753046,0.75,6.2,13.0,2,3,3,0.4,0.6,0.6,0.13479409488439018,6,0,1,27.0,95.0,5.7,1.5,Light Rain,Actual,0,0,1,0,1,0,0,3,1.5,15.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,22,6,1,11.5,6.493586579592718,4.090909090909091,1,0,21.0
2015,RIC,Red Bull,2.0,18.0,2.0,0,1,1,4,0,1,2,13.25,4.25,3.0,0.0,0.25,0.5,12.5,-0.75,8.80814017448254,0.10195612850249239,13.25,4.25,0,1,2,0.0,0.25,0.5,0.10195612850249239,7,0,0,14,3,8,10,6.285714285714286,11.642857142857142,1.0,0.21428571428571427,0.5714285714285714,0.7142857142857143,6.2564252687023405,0.13780890217571676,0.7857142857142857,6.4,11.6,1,3,3,0.2,0.6,0.6,0.1383323968507665,7,0,1,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2016,RIC,Red Bull,2.0,18.0,2.0,0,1,1,5,0,2,3,11.0,7.0,2.0,0.0,0.4,0.6,10.4,-0.5999999999999996,9.137833441248533,0.09864040534846706,11.0,7.0,0,2,3,0.0,0.4,0.6,0.09864040534846706,8,0,1,16,3,9,12,6.0,11.8125,1.0,0.1875,0.5625,0.75,5.921711464320654,0.14447293926577262,0.8125,5.6,11.8,0,3,4,0.0,0.6,0.8,0.15373868866242846,8,0,1,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2017,RIC,Red Bull,2.0,18.0,3.0,0,1,1,6,0,3,4,9.5,8.833333333333334,2.0,0.0,0.5,0.6666666666666666,9.0,-0.5,8.96102672688794,0.10039125759001187,7.6,10.6,0,3,4,0.0,0.6,0.8,0.10458564200832084,9,0,1,18,3,10,14,5.777777777777778,11.944444444444445,1.0,0.16666666666666666,0.5555555555555556,0.7777777777777778,5.641814013194437,0.15056127708686645,0.8333333333333334,3.8,13.4,0,3,5,0.0,0.6,1.0,0.32793442287247493,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2018,RIC,Red Bull Racing,6.0,8.0,6.0,0,0,1,7,0,4,5,8.428571428571429,10.142857142857142,2.0,0.0,0.5714285714285714,0.7142857142857143,8.142857142857142,-0.2857142857142865,8.657504314314892,0.10354642021932563,6.2,13.8,0,4,4,0.0,0.8,0.8,0.10159425372763806,10,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,10,1,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
2019,RIC,Renault,14.0,0.0,20.0,0,0,0,8,0,4,6,8.125,9.875,2.0,0.0,0.5,0.75,7.875,-0.25,8.061150219239366,0.11036126493927,3.0,15.4,0,4,5,0.0,0.8,1.0,0.36602540378443865,11,0,1,14,1,2,7,11.214285714285714,2.5714285714285716,1.0,0.07142857142857142,0.14285714285714285,0.5,5.911898971612206,0.14467804059450093,0.35714285714285715,10.6,2.6,0,0,3,0.0,0.0,0.6,0.2063099139372659,11,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,17,20,3,0,10.5,5.916079783099616,2.6,0,0,19.0
2020,RIC,Renault,8.0,4.0,11.0,0,0,1,9,0,4,6,8.777777777777779,8.777777777777779,2.0,0.0,0.4444444444444444,0.6666666666666666,9.222222222222221,0.44444444444444287,7.790663928346829,0.11375705045159881,5.2,12.4,0,3,4,0.0,0.6,0.8,0.16089167649473737,12,0,1,16,1,2,8,11.25,2.375,1.0,0.0625,0.125,0.5,5.579725202313581,0.15198203105022948,0.4375,11.0,1.4,0,0,3,0.0,0.0,0.6,0.2612038749637414,12,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,5,20,15,1,8.8,6.24584072129521,4.5,1,0,20.0
2021,RIC,McLaren,11.0,0.0,11.0,0,0,0,10,0,4,7,8.7,8.3,2.0,0.0,0.4,0.7,9.4,0.7000000000000011,7.349225204816567,0.11977159262911152,6.4,9.6,0,2,4,0.0,0.4,0.8,0.1672252033275417,13,0,1,26,1,4,16,10.115384615384615,4.346153846153846,1.0,0.038461538461538464,0.15384615384615385,0.6153846153846154,6.166534995129262,0.1395374474107292,0.6153846153846154,10.6,1.6,0,0,2,0.0,0.0,0.4,0.28490190181174085,13,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,9,20,11,1,9.8,6.296197682979617,7.7,1,0,20.0
2022,RIC,McLaren,5.0,10.0,16.0,0,0,1,11,0,4,7,8.909090909090908,7.545454545454546,2.0,0.0,0.36363636363636365,0.6363636363636364,9.545454545454545,0.6363636363636367,7.006490497453706,0.12489866818901849,8.2,6.0,0,1,3,0.0,0.2,0.6,0.1784329590736899,14,0,1,28,1,4,16,10.321428571428571,4.035714285714286,1.0,0.03571428571428571,0.14285714285714285,0.5714285714285714,6.0065000064964895,0.1427246127271521,0.5714285714285714,12.0,0.4,0,0,1,0.0,0.0,0.2,0.3090169943749474,14,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,9.5,5.916079783099616,4.2,1,0,19.0
